ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;
PB;25;15203;São Sebastião do Umbuzeiro;3.376;
PB;25;15302;Sapé;53.309;
PB;25;15401;São Vicente do Seridó;10.620;
PB;25;15500;Serra Branca;14.075;
PB;25;15609;Serra da Raiz;3.162;
PB;25;15708;Serra Grande;3.043;
PB;25;15807;Serra Redonda;6.984;
PB;25;15906;Serraria;4.839;
PB;25;15930;Sertãozinho;5.282;
PB;25;15971;Sobrado;8.579;
PB;25;16003;Solânea;27.749;
PB;25;16102;Soledade;14.381;
PB;25;16151;Sossêgo;3.461;
PB;25;16201;Sousa;69.876;
PB;25;16300;Sumé;17.763;
PB;25;16409;Tacima;7.934;
PB;25;16508;Taperoá;14.376;
PB;25;16607;Tavares;14.464;
PB;25;16706;Teixeira;15.082;
PB;25;16755;Tenório;3.069;
PB;25;16805;Triunfo;10.259;
PB;25;16904;Uiraúna;15.386;
PB;25;17001;Umbuzeiro;9.302;
PB;25;17100;Várzea;2.764;
PB;25;17209;Vieirópolis;4.974;
PB;25;17407;Zabelê;2.310;
PE;26;00054;Abreu e Lima;103.945;
PE;26;00104;Afogados da Ingazeira;42.407;
PE;26;00203;Afrânio;19.349;
PE;26;00302;Agrestina;24.615;
PE;26;00401;Água Preta;27.221;
PE;26;00500;Águas Belas;43.713;
PE;26;00609;Alagoinha;14.355;
PE;26;00708;Aliança;37.372;
PE;26;00807;Altinho;21.185;
PE;26;00906;Amaraji;18.471;
PE;26;01003;Angelim;10.580;
PE;26;01052;Araçoiaba;19.936;
PE;26;01102;Araripina;90.104;
PE;26;01201;Arcoverde;82.003;
PE;26;01300;Barra de Guabiraba;12.616;
PE;26;01409;Barreiros;42.056;
PE;26;01508;Belém de Maria;10.829;
PE;26;01607;Belém do São Francisco;18.713;
PE;26;01706;Belo Jardim;83.647;
PE;26;01805;Betânia;11.981;
PE;26;01904;Bezerros;64.809;
PE;26;02001;Bodocó;36.129;
PE;26;02100;Bom Conselho;46.192;
PE;26;02209;Bom Jardim;39.278;
PE;26;02308;Bonito;39.163;
PE;26;02407;Brejão;9.399;
PE;26;02506;Brejinho;8.010;
PE;26;02605;Brejo da Madre de Deus;51.107;
PE;26;02704;Buenos Aires;13.254;
PE;26;02803;Buíque;54.425;
PE;26;02902;Cabo de Santo Agostinho;216.969;
PE;26;03009;Cabrobó;31.746;
PE;26;03108;Cachoeirinha;20.612;
PE;26;03207;Caetés;30.441;
PE;26;03306;Calçado;11.445;
PE;26;03405;Calumbi;5.367;
PE;26;03454;Camaragibe;155.771;
PE;26;03504;Camocim de São Félix;17.991;
PE;26;03603;Camutanga;7.972;
PE;26;03702;Canhotinho;25.090;
PE;26;03801;Capoeiras;18.890;
PE;26;03900;Carnaíba;19.513;
PE;26;03926;Carnaubeira da Penha;12.682;
PE;26;04007;Carpina;83.205;
PE;26;04106;Caruaru;402.290;
PE;26;04155;Casinhas;13.489;
PE;26;04205;Catende;33.279;
PE;26;04304;Cedro;10.845;
PE;26;04403;Chã de Alegria;13.461;
PE;26;04502;Chã Grande;21.224;
PE;26;04601;Condado;25.383;
PE;26;04700;Correntes;17.660;
PE;26;04809;Cortês;10.512;
PE;26;04908;Cumaru;16.252;
PE;26;05004;Cupira;24.301;
PE;26;05103;Custódia;39.403;
PE;26;05152;Dormentes;17.749;
PE;26;05202;Escada;62.252;
PE;26;05301;Exu;33.436;
PE;26;05400;Feira Nova;22.169;
PE;26;05459;Fernando de Noronha;3.316;
PE;26;05509;Ferreiros;15.794;
PE;26;05608;Flores;20.835;
PE;26;05707;Floresta;31.627;
PE;26;05806;Frei Miguelinho;14.070;
PE;26;05905;Gameleira;17.973;
PE;26;06002;Garanhuns;151.064;
PE;26;06101;Glória do Goitá;30.370;
PE;26;06200;Goiana;85.160;
PE;26;06309;Granito;7.206;
PE;26;06408;Gravatá;91.887;
PE;26;06507;Iati;17.605;
PE;26;06606;Ibimirim;28.760;
PE;26;06705;Ibirajuba;7.344;
PE;26;06804;Igarassu;122.312;
PE;26;06903;Iguaracy;11.366;
PE;26;07000;Inajá;27.488;
PE;26;07109;Ingazeira;4.959;
PE;26;07208;Ipojuca;105.638;
PE;26;07307;Ipubi;30.603;
PE;26;07406;Itacuruba;4.490;
PE;26;07505;Itaíba;33.691;
PE;26;07604;Ilha de Itamaracá;25.529;
PE;26;07653;Itambé;36.626;
PE;26;07703;Itapetim;14.232;
PE;26;07752;Itapissuma;29.463;
PE;26;07802;Itaquitinga;17.109;
PE;26;07901;Jaboatão dos Guararapes;683.285;
PE;26;07950;Jaqueira;10.483;
PE;26;08008;Jataúba;16.323;
PE;26;08057;Jatobá;14.463;
PE;26;08107;João Alfredo;28.903;
PE;26;08206;Joaquim Nabuco;13.506;
PE;26;08255;Jucati;11.975;
PE;26;08305;Jupi;15.943;
PE;26;08404;Jurema;14.027;
PE;26;08453;Lagoa do Carro;18.708;
PE;26;08503;Lagoa de Itaenga;19.915;
PE;26;08602;Lagoa do Ouro;12.364;
PE;26;08701;Lagoa dos Gatos;14.386;
PE;26;08750;Lagoa Grande;24.952;
PE;26;08800;Lajedo;41.786;
PE;26;08909;Limoeiro;59.125;
PE;26;09006;Macaparana;24.624;
PE;26;09105;Machados;11.471;
PE;26;09154;Manari;26.773;
PE;26;09204;Maraial;9.432;
PE;26;09303;Mirandiba;14.599;
PE;26;09402;Moreno;57.647;
PE;26;09501;Nazaré da Mata;32.153;
PE;26;09600;Olinda;365.402;
PE;26;09709;Orobó;22.438;
PE;26;09808;Orocó;14.100;
PE;26;09907;Ouricuri;68.329;
PE;26;10004;Palmares;56.615;
PE;26;10103;Palmeirina;7.154;
PE;26;10202;Panelas;23.449;
PE;26;10301;Paranatama;12.712;
PE;26;10400;Parnamirim;19.028;
PE;26;10509;Passira;29.719;
PE;26;10608;Paudalho;59.638;
PE;26;10707;Paulista;362.960;
PE;26;10806;Pedra;23.605;
PE;26;10905;Pesqueira;65.408;
PE;26;11002;Petrolândia;35.991;
PE;26;11101;Petrolina;414.083;
PE;26;11200;Poção;10.805;
PE;26;11309;Pombos;26.847;
PE;26;11408;Primavera;14.351;
PE;26;11507;Quipapá;17.974;
PE;26;11533;Quixaba;6.755;
PE;26;11606;Recife;1.587.707;
PE;26;11705;Riacho das Almas;21.411;
PE;26;11804;Ribeirão;34.255;
PE;26;11903;Rio Formoso;20.460;
PE;26;12000;Sairé;11.218;
PE;26;12109;Salgadinho;5.620;
PE;26;12208;Salgueiro;65.635;
PE;26;12307;Saloá;14.173;
PE;26;12406;Sanharó;18.933;
PE;26;12455;Santa Cruz;14.320;
PE;26;12471;Santa Cruz da Baixa Verde;11.933;
PE;26;12505;Santa Cruz do Capibaribe;104.277;
PE;26;12554;Santa Filomena;12.402;
PE;26;12604;Santa Maria da Boa Vista;42.682;
PE;26;12703;Santa Maria do Cambucá;14.533;
PE;26;12802;Santa Terezinha;10.513;
PE;26;12901;São Benedito do Sul;13.479;
PE;26;13008;São Bento do Una;51.264;
PE;26;13107;São Caitano;39.117;
PE;26;13206;São João;24.772;
PE;26;13305;São Joaquim do Monte;20.440;
PE;26;13404;São José da Coroa Grande;19.468;
PE;26;13503;São José do Belmonte;36.752;
PE;26;13602;São José do Egito;32.491;
PE;26;13701;São Lourenço da Mata;117.759;
PE;26;13800;São Vicente Férrer;17.176;
PE;26;13909;Serra Talhada;98.143;
PE;26;14006;Serrita;18.759;
PE;26;14105;Sertânia;34.269;
PE;26;14204;Sirinhaém;39.233;
PE;26;14303;Moreilândia;10.849;
PE;26;14402;Solidão;5.403;
PE;26;14501;Surubim;67.515;
PE;26;14600;Tabira;29.093;
PE;26;14709;Tacaimbó;14.277;
PE;26;14808;Tacaratu;24.803;
PE;26;14857;Tamandaré;24.534;
PE;26;15003;Taquaritinga do Norte;25.497;
PE;26;15102;Terezinha;6.857;
PE;26;15201;Terra Nova;9.221;
PE;26;15300;Timbaúba;47.575;
PE;26;15409;Toritama;43.636;
PE;26;15508;Tracunhaém;14.393;
PE;26;15607;Trindade;32.086;
PE;26;15706;Triunfo;15.142;
PE;26;15805;Tupanatinga;27.009;
PE;26;15904;Tuparetama;8.252;
PE;26;16001;Venturosa;17.609;
PE;26;16100;Verdejante;9.474;
PE;26;16183;Vertente do Lério;7.782;
PE;26;16209;Vertentes;22.955;
PE;26;16308;Vicência;27.297;
PE;26;16407;Vitória de Santo Antão;143.799;
PE;26;16506;Xexéu;11.791;
AL;27;00102;Água Branca;19.550;
AL;27;00201;Anadia;14.193;
AL;27;00300;Arapiraca;243.661;
AL;27;00409;Atalaia;38.530;
AL;27;00508;Barra de Santo Antônio;16.735;
AL;27;00607;Barra de São Miguel;8.118;
AL;27;00706;Batalha;17.103;
AL;27;00805;Belém;4.820;
AL;27;00904;Belo Monte;5.898;
AL;27;01001;Boca da Mata;21.517;
AL;27;01100;Branquinha;9.786;
AL;27;01209;Cacimbinhas;10.701;
AL;27;01308;Cajueiro;16.605;
AL;27;01357;Campestre;6.807;
AL;27;01407;Campo Alegre;32.714;
AL;27;01506;Campo Grande;8.293;
AL;27;01605;Canapi;15.743;
AL;27;01704;Capela;15.068;
AL;27;01803;Carneiros;9.200;
AL;27;01902;Chã Preta;6.010;
AL;27;02009;Coité do Nóia;11.036;
AL;27;02108;Colônia Leopoldina;15.949;
AL;27;02207;Coqueiro Seco;5.700;
AL;27;02306;Coruripe;51.788;
AL;27;02355;Craíbas;26.115;
AL;27;02405;Delmiro Gouveia;52.809;
AL;27;02504;Dois Riachos;9.906;
AL;27;02553;Estrela de Alagoas;15.701;
AL;27;02603;Feira Grande;23.191;
AL;27;02702;Feliz Deserto;4.038;
AL;27;02801;Flexeiras;9.767;
AL;27;02900;Girau do Ponciano;37.335;
AL;27;03007;Ibateguara;13.992;
AL;27;03106;Igaci;24.452;
AL;27;03205;Igreja Nova;22.125;
AL;27;03304;Inhapi;15.417;
AL;27;03403;Jacaré dos Homens;5.182;
AL;27;03502;Jacuípe;5.432;
AL;27;03601;Japaratinga;9.443;
AL;27;03700;Jaramataia;5.075;
AL;27;03759;Jequiá da Praia;9.625;
AL;27;03809;Joaquim Gomes;17.386;
AL;27;03908;Jundiá;4.176;
AL;27;04005;Junqueiro;24.381;
AL;27;04104;Lagoa da Canoa;18.831;
AL;27;04203;Limoeiro de Anadia;25.197;
AL;27;04302;Maceió;994.464;
AL;27;04401;Major Isidoro;17.834;
AL;27;04500;Maragogi;33.232;
AL;27;04609;Maravilha;9.715;
AL;27;04708;Marechal Deodoro;62.341;
AL;27;04807;Maribondo;13.968;
AL;27;04906;Mar Vermelho;3.212;
AL;27;05002;Mata Grande;22.147;
AL;27;05101;Matriz de Camaragibe;24.330;
AL;27;05200;Messias;15.707;
AL;27;05309;Minador do Negrão;4.938;
AL;27;05408;Monteirópolis;7.341;
AL;27;05507;Murici;25.933;
AL;27;05606;Novo Lino;10.298;
AL;27;05705;Olho d'Água das Flores;21.132;
AL;27;05804;Olho d'Água do Casado;8.522;
AL;27;05903;Olho d'Água Grande;4.384;
AL;27;06000;Olivença;11.048;
AL;27;06109;Ouro Branco;11.699;
AL;27;06208;Palestina;4.410;
AL;27;06307;Palmeira dos Índios;73.596;
AL;27;06406;Pão de Açúcar;24.291;
AL;27;06422;Pariconha;10.803;
AL;27;06448;Paripueira;14.176;
AL;27;06505;Passo de Camaragibe;14.076;
AL;27;06604;Paulo Jacinto;6.697;
AL;27;06703;Penedo;60.189;
AL;27;06802;Piaçabuçu;16.201;
AL;27;06901;Pilar;36.499;
AL;27;07008;Pindoba;2.786;
AL;27;07107;Piranhas;23.053;
AL;27;07206;Poço das Trincheiras;12.974;
AL;27;07305;Porto Calvo;24.520;
AL;27;07404;Porto de Pedras;9.508;
AL;27;07503;Porto Real do Colégio;20.262;
AL;27;07602;Quebrangulo;11.305;
AL;27;07701;Rio Largo;97.435;
AL;27;07800;Roteiro;6.607;
AL;27;07909;Santa Luzia do Norte;7.065;
AL;27;08006;Santana do Ipanema;47.397;
AL;27;08105;Santana do Mundaú;11.568;
AL;27;08204;São Brás;6.557;
AL;27;08303;São José da Laje;21.193;
AL;27;08402;São José da Tapera;31.557;
AL;27;08501;São Luís do Quitunde;31.792;
AL;27;08600;São Miguel dos Campos;53.391;
AL;27;08709;São Miguel dos Milagres;8.687;
AL;27;08808;São Sebastião;32.701;
AL;27;08907;Satuba;25.000;
AL;27;08956;Senador Rui Palmeira;12.549;
AL;27;09004;Tanque d'Arca;5.909;
AL;27;09103;Taquarana;19.422;
AL;27;09152;Teotônio Vilela;39.161;
AL;27;09202;Traipu;24.124;
AL;27;09301;União dos Palmares;60.874;
AL;27;09400;Viçosa;24.423;
SE;28;00100;Amparo do São Francisco;2.206;
SE;28;00209;Aquidabã;20.542;
SE;28;00308;Aracaju;628.849;
SE;28;00407;Arauá;10.483;
SE;28;00506;Areia Branca;18.560;
SE;28;00605;Barra dos Coqueiros;44.384;
SE;28;00670;Boquim;25.038;
SE;28;00704;Brejo Grande;8.016;
SE;28;01009;Campo do Brito;18.646;
SE;28;01108;Canhoba;3.855;
SE;28;01207;Canindé de São Francisco;33.491;
SE;28;01306;Capela;32.716;
SE;28;01405;Carira;20.315;
SE;28;01504;Carmópolis;14.179;
SE;28;01603;Cedro de São João;5.482;
SE;28;01702;Cristinápolis;17.539;
SE;28;01900;Cumbe;3.906;
SE;28;02007;Divina Pastora;4.433;
SE;28;02106;Estância;66.978;
SE;28;02205;Feira Nova;6.207;
SE;28;02304;Frei Paulo;14.884;
SE;28;02403;Gararu;11.301;
SE;28;02502;General Maynard;3.111;
SE;28;02601;Gracho Cardoso;5.979;
SE;28;02700;Ilha das Flores;8.495;
SE;28;02809;Indiaroba;16.949;
SE;28;02908;Itabaiana;108.408;
SE;28;03005;Itabaianinha;42.114;
SE;28;03104;Itabi;4.823;
SE;28;03203;Itaporanga d'Ajuda;35.863;
SE;28;03302;Japaratuba;16.472;
SE;28;03401;Japoatã;13.707;
SE;28;03500;Lagarto;105.558;
SE;28;03609;Laranjeiras;24.170;
SE;28;03708;Macambira;7.024;
SE;28;03807;Malhada dos Bois;3.666;
SE;28;03906;Malhador;11.728;
SE;28;04003;Maruim;15.975;
SE;28;04102;Moita Bonita;11.288;
SE;28;04201;Monte Alegre de Sergipe;14.732;
SE;28;04300;Muribeca;8.033;
SE;28;04409;Neópolis;16.558;
SE;28;04458;Nossa Senhora Aparecida;9.496;
SE;28;04508;Nossa Senhora da Glória;43.255;
SE;28;04607;Nossa Senhora das Dores;25.537;
SE;28;04706;Nossa Senhora de Lourdes;6.404;
SE;28;04805;Nossa Senhora do Socorro;202.450;
SE;28;04904;Pacatuba;12.709;
SE;28;05000;Pedra Mole;2.818;
SE;28;05109;Pedrinhas;7.416;
SE;28;05208;Pinhão;5.769;
SE;28;05307;Pirambu;8.037;
SE;28;05406;Poço Redondo;29.117;
SE;28;05505;Poço Verde;22.214;
SE;28;05604;Porto da Folha;27.350;
SE;28;05703;Propriá;27.273;
SE;28;05802;Riachão do Dantas;18.579;
SE;28;05901;Riachuelo;8.875;
SE;28;06008;Ribeirópolis;17.362;
SE;28;06107;Rosário do Catete;9.499;
SE;28;06206;Salgado;20.772;
SE;28;06305;Santa Luzia do Itanhy;13.965;
SE;28;06404;Santana do São Francisco;7.530;
SE;28;06503;Santa Rosa de Lima;4.038;
SE;28;06602;Santo Amaro das Brotas;11.297;
SE;28;06701;São Cristóvão;100.360;
SE;28;06800;São Domingos;10.550;
SE;28;06909;São Francisco;3.323;
SE;28;07006;São Miguel do Aleixo;3.481;
SE;28;07105;Simão Dias;44.285;
SE;28;07204;Siriri;7.984;
SE;28;07303;Telha;3.373;
SE;28;07402;Tobias Barreto;52.613;
SE;28;07501;Tomar do Geru;12.145;
SE;28;07600;Umbaúba;24.538;
BA;29;00108;Abaíra;7.452;
BA;29;00207;Abaré;18.240;
BA;29;00306;Acajutiba;14.215;
BA;29;00355;Adustina;14.554;
BA;29;00405;Água Fria;14.871;
BA;29;00504;Érico Cardoso;10.948;
BA;29;00603;Aiquara;4.586;
BA;29;00702;Alagoinhas;160.662;
BA;29;00801;Alcobaça;25.494;
BA;29;00900;Almadina;5.327;
BA;29;01007;Amargosa;38.478;
BA;29;01106;Amélia Rodrigues;24.848;
BA;29;01155;América Dourada;15.583;
BA;29;01205;Anagé;26.715;
BA;29;01304;Andaraí;13.531;
BA;29;01353;Andorinha;15.485;
BA;29;01403;Angical;14.178;
BA;29;01502;Anguera;11.456;
BA;29;01601;Antas;15.061;
BA;29;01700;Antônio Cardoso;11.501;
BA;29;01809;Antônio Gonçalves;11.236;
BA;29;01908;Aporá;16.379;
BA;29;01957;Apuarema;7.114;
BA;29;02005;Aracatu;14.422;
BA;29;02054;Araçás;11.946;
BA;29;02104;Araci;50.336;
BA;29;02203;Aramari;10.122;
BA;29;02252;Arataca;10.463;
BA;29;02302;Aratuípe;8.981;
BA;29;02401;Aurelino Leal;11.409;
BA;29;02500;Baianópolis;14.110;
BA;29;02609;Baixa Grande;18.680;
BA;29;02658;Banzaê;12.309;
BA;29;02708;Barra;53.528;
BA;29;02807;Barra da Estiva;27.582;
BA;29;02906;Barra do Choça;38.481;
BA;29;03003;Barra do Mendes;14.345;
BA;29;03102;Barra do Rocha;5.920;
BA;29;03201;Barreiras;170.667;
BA;29;03235;Barro Alto;13.911;
BA;29;03276;Barrocas;15.743;
BA;29;03300;Barro Preto;5.966;
BA;29;03409;Belmonte;20.567;
BA;29;03508;Belo Campo;19.042;
BA;29;03607;Biritinga;15.606;
BA;29;03706;Boa Nova;14.052;
BA;29;03805;Boa Vista do Tupim;17.307;
BA;29;03904;Bom Jesus da Lapa;68.704;
BA;29;03953;Bom Jesus da Serra;10.028;
BA;29;04001;Boninal;14.104;
BA;29;04050;Bonito;16.393;
BA;29;04100;Boquira;19.829;
BA;29;04209;Botuporã;11.411;
BA;29;04308;Brejões;13.272;
BA;29;04407;Brejolândia;9.377;
BA;29;04506;Brotas de Macaúbas;12.169;
BA;29;04605;Brumado;74.095;
BA;29;04704;Buerarema;15.056;
BA;29;04753;Buritirama;20.212;
BA;29;04803;Caatiba;6.224;
BA;29;04852;Cabaceiras do Paraguaçu;17.039;
BA;29;04902;Cachoeira;30.550;
BA;29;05008;Caculé;23.246;
BA;29;05107;Caém;10.729;
BA;29;05156;Caetanos;11.500;
BA;29;05206;Caetité;54.572;
BA;29;05305;Cafarnaum;18.039;
BA;29;05404;Cairu;18.486;
BA;29;05503;Caldeirão Grande;13.566;
BA;29;05602;Camacan;22.756;
BA;29;05701;Camaçari;319.394;
BA;29;05800;Camamu;31.775;
BA;29;05909;Campo Alegre de Lourdes;32.377;
BA;29;06006;Campo Formoso;74.894;
BA;29;06105;Canápolis;10.612;
BA;29;06204;Canarana;24.989;
BA;29;06303;Canavieiras;34.343;
BA;29;06402;Candeal;7.969;
BA;29;06501;Candeias;75.083;
BA;29;06600;Candiba;13.425;
BA;29;06709;Cândido Sales;26.465;
BA;29;06808;Cansanção;39.556;
BA;29;06824;Canudos;16.662;
BA;29;06857;Capela do Alto Alegre;11.055;
BA;29;06873;Capim Grosso;35.228;
BA;29;06899;Caraíbas;10.260;
BA;29;06907;Caravelas;21.229;
BA;29;07004;Cardeal da Silva;8.634;
BA;29;07103;Carinhanha;30.375;
BA;29;07202;Casa Nova;75.815;
BA;29;07301;Castro Alves;25.471;
BA;29;07400;Catolândia;3.560;
BA;29;07509;Catu;50.153;
BA;29;07558;Caturama;9.115;
BA;29;07608;Central;16.849;
BA;29;07707;Chorrochó;10.929;
BA;29;07806;Cícero Dantas;32.268;
BA;29;07905;Cipó;17.836;
BA;29;08002;Coaraci;17.663;
BA;29;08101;Cocos;19.817;
BA;29;08200;Conceição da Feira;21.499;
BA;29;08309;Conceição do Almeida;16.184;
BA;29;08408;Conceição do Coité;71.316;
BA;29;08507;Conceição do Jacuípe;37.409;
BA;29;08606;Conde;24.434;
BA;29;08705;Condeúba;17.571;
BA;29;08804;Contendas do Sincorá;4.490;
BA;29;08903;Coração de Maria;28.258;
BA;29;09000;Cordeiros;7.763;
BA;29;09109;Coribe;14.464;
BA;29;09208;Coronel João Sá;17.593;
BA;29;09307;Correntina;34.179;
BA;29;09406;Cotegipe;13.472;
BA;29;09505;Cravolândia;4.514;
BA;29;09604;Crisópolis;20.343;
BA;29;09703;Cristópolis;14.514;
BA;29;09802;Cruz das Almas;63.203;
BA;29;09901;Curaçá;36.021;
BA;29;10008;Dário Meira;11.094;
BA;29;10057;Dias d'Ávila;75.053;
BA;29;10107;Dom Basílio;12.309;
BA;29;10206;Dom Macedo Costa;4.588;
BA;29;10305;Elísio Medrado;8.066;
BA;29;10404;Encruzilhada;19.535;
BA;29;10503;Entre Rios;39.902;
BA;29;10602;Esplanada;34.146;
BA;29;10701;Euclides da Cunha;64.547;
BA;29;10727;Eunápolis;120.515;
BA;29;10750;Fátima;18.469;
BA;29;10776;Feira da Mata;5.825;
BA;29;10800;Feira de Santana;657.948;
BA;29;10859;Filadélfia;18.573;
BA;29;10909;Firmino Alves;5.006;
BA;29;11006;Floresta Azul;11.442;
BA;29;11105;Formosa do Rio Preto;27.421;
BA;29;11204;Gandu;33.938;
BA;29;11253;Gavião;4.493;
BA;29;11303;Gentio do Ouro;11.263;
BA;29;11402;Glória;16.072;
BA;29;11501;Gongogi;5.567;
BA;29;11600;Governador Mangabeira;21.314;
BA;29;11659;Guajeru;8.225;
BA;29;11709;Guanambi;93.065;
BA;29;11808;Guaratinga;19.490;
BA;29;11857;Heliópolis;13.074;
BA;29;11907;Iaçu;25.333;
BA;29;12004;Ibiassucê;10.754;
BA;29;12103;Ibicaraí;22.200;
BA;29;12202;Ibicoara;21.690;
BA;29;12301;Ibicuí;14.306;
BA;29;12400;Ibipeba;17.128;
BA;29;12509;Ibipitanga;14.316;
BA;29;12608;Ibiquera;3.837;
BA;29;12707;Ibirapitanga;26.794;
BA;29;12806;Ibirapuã;9.259;
BA;29;12905;Ibirataia;19.375;
BA;29;13002;Ibitiara;15.062;
BA;29;13101;Ibititá;17.509;
BA;29;13200;Ibotirama;27.670;
BA;29;13309;Ichu;6.415;
BA;29;13408;Igaporã;16.047;
BA;29;13457;Igrapiúna;13.528;
BA;29;13507;Iguaí;21.897;
BA;29;13606;Ilhéus;189.028;
BA;29;13705;Inhambupe;35.397;
BA;29;13804;Ipecaetá;14.064;
BA;29;13903;Ipiaú;42.507;
BA;29;14000;Ipirá;59.264;
BA;29;14109;Ipupiara;10.318;
BA;29;14208;Irajuba;6.255;
BA;29;14307;Iramaia;11.060;
BA;29;14406;Iraquara;24.759;
BA;29;14505;Irará;29.509;
BA;29;14604;Irecê;78.425;
BA;29;14653;Itabela;29.563;
BA;29;14703;Itaberaba;68.244;
BA;29;14802;Itabuna;196.676;
BA;29;14901;Itacaré;29.337;
BA;29;15007;Itaeté;13.822;
BA;29;15106;Itagi;14.314;
BA;29;15205;Itagibá;15.792;
BA;29;15304;Itagimirim;6.512;
BA;29;15353;Itaguaçu da Bahia;12.683;
BA;29;15403;Itaju do Colônia;6.157;
BA;29;15502;Itajuípe;19.249;
BA;29;15601;Itamaraju;62.065;
BA;29;15700;Itamari;7.219;
BA;29;15809;Itambé;25.108;
BA;29;15908;Itanagra;6.087;
BA;29;16005;Itanhém;18.258;
BA;29;16104;Itaparica;20.369;
BA;29;16203;Itapé;10.658;
BA;29;16302;Itapebi;9.501;
BA;29;16401;Itapetinga;68.735;
BA;29;16500;Itapicuru;33.254;
BA;29;16609;Itapitanga;10.630;
BA;29;16708;Itaquara;8.448;
BA;29;16807;Itarantim;17.517;
BA;29;16856;Itatim;16.375;
BA;29;16906;Itiruçu;11.261;
BA;29;17003;Itiúba;35.491;
BA;29;17102;Itororó;16.945;
BA;29;17201;Ituaçu;18.493;
BA;29;17300;Ituberá;22.299;
BA;29;17334;Iuiu;11.532;
BA;29;17359;Jaborandi;9.592;
BA;29;17409;Jacaraci;14.901;
BA;29;17508;Jacobina;86.649;
BA;29;17607;Jaguaquara;47.738;
BA;29;17706;Jaguarari;34.440;
BA;29;17805;Jaguaripe;18.300;
BA;29;17904;Jandaíra;9.535;
BA;29;18001;Jequié;168.733;
BA;29;18100;Jeremoabo;39.501;
BA;29;18209;Jiquiriçá;14.066;
BA;29;18308;Jitaúna;14.815;
BA;29;18357;João Dourado;25.799;
BA;29;18407;Juazeiro;254.481;
BA;29;18456;Jucuruçu;9.944;
BA;29;18506;Jussara;16.956;
BA;29;18555;Jussari;6.059;
BA;29;18605;Jussiape;7.585;
BA;29;18704;Lafaiete Coutinho;4.221;
BA;29;18753;Lagoa Real;14.546;
BA;29;18803;Laje;21.704;
BA;29;18902;Lajedão;3.986;
BA;29;19009;Lajedinho;3.621;
BA;29;19058;Lajedo do Tabocal;7.702;
BA;29;19108;Lamarão;9.305;
BA;29;19157;Lapão;26.998;
BA;29;19207;Lauro de Freitas;217.960;
BA;29;19306;Lençóis;11.170;
BA;29;19405;Licínio de Almeida;12.208;
BA;29;19504;Livramento de Nossa Senhora;46.249;
BA;29;19553;Luís Eduardo Magalhães;116.662;
BA;29;19603;Macajuba;10.758;
BA;29;19702;Macarani;22.596;
BA;29;19801;Macaúbas;43.725;
BA;29;19900;Macururé;7.455;
BA;29;19926;Madre de Deus;19.173;
BA;29;19959;Maetinga;7.212;
BA;29;20007;Maiquinique;9.011;
BA;29;20106;Mairi;18.161;
BA;29;20205;Malhada;15.834;
BA;29;20304;Malhada de Pedras;8.972;
BA;29;20403;Manoel Vitorino;14.295;
BA;29;20452;Mansidão;14.484;
BA;29;20502;Maracás;29.197;
BA;29;20601;Maragogipe;37.225;
BA;29;20700;Maraú;25.626;
BA;29;20809;Marcionílio Souza;9.507;
BA;29;20908;Mascote;13.941;
BA;29;21005;Mata de São João;44.839;
BA;29;21054;Matina;10.629;
BA;29;21104;Medeiros Neto;22.925;
BA;29;21203;Miguel Calmon;25.317;
BA;29;21302;Milagres;11.434;
BA;29;21401;Mirangaba;16.185;
BA;29;21450;Mirante;10.523;
BA;29;21500;Monte Santo;49.823;
BA;29;21609;Morpará;8.232;
BA;29;21708;Morro do Chapéu;35.224;
BA;29;21807;Mortugaba;11.487;
BA;29;21906;Mucugê;12.650;
BA;29;22003;Mucuri;40.005;
BA;29;22052;Mulungu do Morro;13.625;
BA;29;22102;Mundo Novo;17.417;
BA;29;22201;Muniz Ferreira;7.443;
BA;29;22250;Muquém do São Francisco;10.796;
BA;29;22300;Muritiba;30.146;
BA;29;22409;Mutuípe;20.612;
BA;29;22508;Nazaré;28.403;
BA;29;22607;Nilo Peçanha;12.418;
BA;29;22656;Nordestina;19.500;
BA;29;22706;Nova Canaã;14.035;
BA;29;22730;Nova Fátima;8.264;
BA;29;22755;Nova Ibiá;6.701;
BA;29;22805;Nova Itarana;8.059;
BA;29;22854;Nova Redenção;7.708;
BA;29;22904;Nova Soure;24.906;
BA;29;23001;Nova Viçosa;41.551;
BA;29;23035;Novo Horizonte;11.565;
BA;29;23050;Novo Triunfo;11.197;
BA;29;23100;Olindina;23.085;
BA;29;23209;Oliveira dos Brejinhos;21.334;
BA;29;23308;Ouriçangas;7.939;
BA;29;23357;Ourolândia;20.037;
BA;29;23407;Palmas de Monte Alto;20.677;
BA;29;23506;Palmeiras;10.819;
BA;29;23605;Paramirim;21.009;
BA;29;23704;Paratinga;30.671;
BA;29;23803;Paripiranga;27.866;
BA;29;23902;Pau Brasil;9.584;
BA;29;24009;Paulo Afonso;119.128;
BA;29;24058;Pé de Serra;13.675;
